hour_of_year,load_kw
2140,16.549
2141,15.784
2142,16.232
2143,15.788
2144,14.929
2145,14.007
2146,25.87
2147,24.593
2148,22.694
2149,22.256
2150,20.921
2151,20.002
2152,11.083
2153,10.974
2154,11.225
2155,11.809
2156,12.529
2157,12.356
2158,13.819
2159,13.64
2160,14.648
2161,12.35
2162,12.723
2163,13.009
2164,12.954
2165,13.249
2166,12.025
2167,11.953
2168,11.457
2169,11.29
2170,18.57
2171,16.647
2172,14.2
2173,13.702
2174,11.958
2175,10.814
2176,7.504
2177,6.931
2178,7.315
2179,7.892
2180,8.331
2181,9.362
2182,10.061
2183,10.774
2184,11.986
2185,11.553
2186,12.934
2187,12.533
2188,13.367
2189,13.406
2190,18.703
2191,27.207
2192,34.369
2193,43.567
2194,42.643
2195,39.023
2196,39.789
2197,36.701
2198,37.727
2199,32.352
2200,22.981
2201,16.574
2202,13.105
2203,11.473
2204,9.202
2205,9.024
2206,10.006
2207,11.01
2208,11.334
2209,11.856
2210,12.091
2211,13.178
2212,13.125
2213,12.947
2214,17.018
2215,27.681
2216,35.651
2217,42.848
2218,41.231
2219,40.764
2220,38.22
2221,37.643
2222,36.472
2223,31.322
2224,23.654
2225,16.532
2226,13.359
2227,11.727
2228,8.755
2229,9.018
2230,9.906
2231,10.991
2232,11.488
2233,12.384
2234,12.74
2235,12.654
2236,13.179
2237,12.714
2238,18.108
2239,28.604
2240,36.365
2241,45.686
2242,41.044
2243,40.262
2244,38.811
2245,37.192
2246,36.753
2247,31.299
2248,23.784
2249,16.967
2250,13.321
2251,11.312
2252,8.657
2253,9.396
2254,10.08
2255,10.751
2256,11.844
2257,11.88
2258,12.392
2259,13.01
2260,13.067
2261,13.069
2262,17.56
2263,26.439
2264,34.303
2265,42.745
2266,43.546
2267,41.63
2268,37.297
2269,38.069
2270,36.334
2271,30.766
2272,24.411
2273,16.668
2274,13.458
2275,12.351
2276,8.416
2277,9.149
2278,10.364
2279,10.392
2280,11.465
2281,12.059
2282,12.81
2283,12.926
2284,12.601
2285,13.108
2286,18.059
2287,26.619
2288,34.79
2289,42.645
2290,41.473
2291,41.908
2292,38.755
2293,37.307
2294,35.469
2295,31.278
2296,24.003
2297,16.869
2298,12.652
2299,11.318
2300,8.676
2301,9.125
2302,9.854
2303,10.512
2304,11.063
2305,12.074
2306,12.388
2307,13.161
2308,12.874
2309,12.488
2310,12.723
2311,12.45
2312,11.233
2313,10.286
2314,17.888
2315,15.679
2316,15.07
2317,12.522
2318,11.722
2319,11.502
2320,7.243
2321,7.095
2322,7.331
2323,7.903
2324,8.489
2325,9.586
2326,9.953
2327,10.381
2328,11.726
2329,12.357
2330,12.436
2331,13.044
2332,12.912
2333,12.411
2334,12.481
2335,11.7
2336,11.262
2337,10.491
2338,18.256
2339,16.302
2340,13.998
2341,12.674
2342,11.818
2343,11.222
2344,7.101
2345,6.791
2346,7.718
2347,8.29
2348,8.878
2349,9.366
2350,10.16
2351,10.568
2352,11.498
2353,11.705
2354,12.545
2355,12.339
2356,13.084
2357,12.683
2358,18.024
2359,27.462
2360,34.992
2361,44.124
2362,41.448
2363,40.551
2364,38.546
2365,38.266
2366,36.345
2367,31.803
2368,23.448
2369,15.588
2370,12.88
2371,11.639
2372,8.756
2373,9.373
2374,10.319
2375,10.684
2376,11.473
2377,11.895
2378,12.37
2379,12.531
2380,12.72
2381,12.736
2382,17.397
2383,27.355
2384,33.789
2385,43.675
2386,42.89
2387,41.277
2388,38.618
2389,37.09
2390,37.308
2391,31.467
2392,24.293
2393,15.977
2394,13.103
2395,11.279
2396,8.372
2397,9.058
2398,9.872
2399,10.954
2400,11.116
2401,12.229
2402,12.056
2403,12.667
2404,13.321
2405,12.944
2406,17.805
2407,27.768
2408,35.908
2409,43.891
2410,44.199
2411,39.762
2412,39.002
2413,38.166
2414,37.096
2415,32.03
2416,23.9
2417,16.352
2418,12.74
2419,11.975
2420,8.54
2421,9.114
2422,10.001
2423,10.627
2424,11.732
2425,12.313
2426,12.604
2427,12.97
2428,12.906
2429,13.125
2430,16.64
2431,26.539
2432,35.363
2433,42.766
2434,41.686
2435,41.454
2436,38.115
2437,37.772
2438,36.527
2439,31.635
2440,22.664
2441,16.479
2442,13.589
2443,11.763
2444,8.746
2445,9.222
2446,9.567
2447,10.618
2448,11.401
2449,12.437
2450,12.862
2451,12.933
2452,12.619
2453,12.838
2454,17.569
2455,27.171
2456,34.307
2457,43.714
2458,42.669
2459,41.643
2460,37.643
2461,36.509
2462,39.733
2463,30.894
2464,23.31
2465,16.74
2466,12.861
2467,12.107
2468,8.526
2469,9.275
2470,10.446
2471,10.531
2472,11.304
2473,11.941
2474,12.077
2475,12.885
2476,13.048
2477,12.855
2478,12.712
2479,12.306
2480,11.541
2481,10.679
2482,18.657
2483,15.944
2484,14.981
2485,12.909
2486,12.044
2487,11.6
2488,6.687
2489,7.153
2490,7.402
2491,8.278
2492,8.453
2493,9.871
2494,9.61
2495,10.837
2496,11.333
2497,12.197
2498,12.33
2499,12.652
2500,12.308
2501,12.831
2502,12.038
2503,11.651
2504,11.469
2505,10.711
2506,18.57
2507,15.677
2508,14.628
2509,13.077
2510,11.729
2511,10.87
2512,7.074
2513,7.346
2514,7.407
2515,8.107
2516,8.482
2517,9.639
2518,9.999
2519,10.696
2520,10.983
2521,11.615
2522,12.626
2523,12.724
2524,12.986
2525,12.578
2526,17.619
2527,26.911
2528,35.66
2529,42.977
2530,44.691
2531,40.119
2532,40.164
2533,36.577
2534,35.99
2535,30.925
2536,23.872
2537,16.74
2538,13.23
2539,11.674
2540,8.309
2541,9.564
2542,10.339
2543,10.734
2544,11.448
2545,12.241
2546,12.452
2547,12.733
2548,12.737
2549,12.686
2550,17.475
2551,27.836
2552,35.108
2553,42.75
2554,42.031
2555,39.291
2556,40.595
2557,38.045
2558,37.203
2559,31.171
2560,23.987
2561,16.619
2562,13.664
2563,11.602
2564,8.531
2565,9.118
2566,10.011
2567,10.804
2568,11.871
2569,12.509
2570,12.535
2571,13.187
2572,12.019
2573,12.646
2574,17.795
2575,27.943
2576,35.773
2577,43.152
2578,42.208
2579,40.005
2580,40.929
2581,38.621
2582,37.604
2583,31.598
2584,22.834
2585,16.789
2586,13.177
2587,11.568
2588,8.535
2589,9.094
2590,9.774
2591,10.678
2592,11.047
2593,12.225
2594,12.769
2595,12.55
2596,12.306
2597,12.923
2598,17.791
2599,27.351
2600,34.218
2601,41.141
2602,44.528
2603,40.601
2604,39.564
2605,37.501
2606,36.79
2607,30.58
2608,22.886
2609,15.998
2610,12.827
2611,11.4
2612,8.154
2613,9.134
2614,9.814
2615,10.425
2616,11.406
2617,12.042
2618,12.245
2619,13.44
2620,13.127
2621,13.155
2622,17.54
2623,27.948
2624,36.076
2625,42.112
2626,41.972
2627,43.797
2628,38.669
2629,38.025
2630,36.219
2631,32.246
2632,22.568
2633,16.143
2634,13.559
2635,11.663
2636,8.011
2637,9.246
2638,9.946
2639,10.934
2640,11.536
2641,12.148
2642,12.534
2643,12.89
2644,12.524
2645,12.536
2646,12.24
2647,11.641
2648,11.669
2649,11.033
2650,18.383
2651,15.982
2652,14.281
2653,12.829
2654,12.147
2655,11.239
2656,7.396
2657,7.013
2658,7.435
2659,7.689
2660,8.238
2661,9.205
2662,9.908
2663,10.606
2664,11.005
2665,12.104
2666,12.418
2667,13.089
2668,13.073
2669,12.377
2670,12.63
2671,11.865
2672,11.882
2673,10.735
2674,17.877
2675,16.061
2676,13.932
2677,13.385
2678,12.445
2679,10.614
2680,7.044
2681,7.167
2682,7.366
2683,8.18
2684,8.806
2685,9.184
2686,10.509
2687,10.752
2688,11.375
2689,12.129
2690,12.273
2691,13.261
2692,13.094
2693,12.683
2694,17.603
2695,26.717
2696,35.631
2697,41.815
2698,42.704
2699,40.294
2700,39.625
2701,38.547
2702,37.13
2703,31.493
2704,22.733
2705,16.435
2706,13.179
2707,11.747
2708,8.419
2709,9.017
2710,10.035
2711,11.108
2712,11.979
2713,12.284
2714,12.197
2715,13.247
2716,12.623
2717,12.55
2718,17.874
2719,26.394
2720,36.108
2721,43.155
2722,43.126
2723,39.981
2724,39.898
2725,38.049
2726,36.083
2727,32.336
2728,21.604
2729,16.709
2730,13.149
2731,11.375
2732,8.578
2733,9.356
2734,9.808
2735,10.711
2736,11.432
2737,12.163
2738,12.89
2739,12.648
2740,13.32
2741,12.379
2742,17.818
2743,26.162
2744,35.462
2745,43.993
2746,44.86
2747,40.872
2748,38.34
2749,38.532
2750,36.451
2751,31.667
2752,23.674
2753,17.011
2754,12.614
2755,11.621
2756,8.537
2757,8.993
2758,9.586
2759,10.725
2760,11.311
2761,11.827
2762,12.464
2763,12.684
2764,12.901
2765,13.301
2766,17.672
2767,28.622
2768,36.5
2769,44.258
2770,41.923
2771,40.522
2772,38.173
2773,37.958
2774,36.353
2775,31.938
2776,23.319
2777,16.628
2778,13.067
2779,11.323
2780,8.446
2781,9.406
2782,9.951
2783,10.727
2784,11.692
2785,12.192
2786,12.045
2787,12.771
2788,12.615
2789,12.779
2790,17.858
2791,27.685
2792,36.871
2793,42.672
2794,42.386
2795,41.407
2796,40.011
2797,36.599
2798,37.039
2799,32.115
2800,23.057
2801,16.443
2802,13.426
2803,11.73
2804,8.626
2805,9.071
2806,9.562
2807,10.718
2808,11.366
2809,12.183
2810,12.267
2811,13.0
2812,13.028
2813,12.56
2814,12.802
2815,11.942
2816,11.244
2817,10.811
2818,18.098
2819,15.859
2820,14.7
2821,12.969
2822,11.594
2823,10.607
2824,7.164
2825,7.205
2826,7.5
2827,8.212
2828,8.008
2829,9.534
2830,10.333
2831,10.48
2832,11.734
2833,11.801
2834,12.181
2835,12.764
2836,13.485
2837,12.912
2838,12.522
2839,12.312
2840,11.266
2841,11.146
2842,18.816
2843,16.4
2844,14.19
2845,13.32
2846,11.906
2847,11.272
2848,7.29
2849,7.266
2850,7.309
2851,8.235
2852,8.6
2853,9.315
2854,10.146
2855,10.827
2856,11.658
2857,12.105
2858,12.451
2859,12.621
2860,12.731
2861,12.704
2862,18.123
2863,27.107
2864,35.3
2865,43.104
2866,43.27
2867,41.484
2868,40.999
2869,36.259
2870,36.206
2871,32.042
2872,22.169
2873,17.28
2874,13.147
2875,11.375
2876,8.747
2877,8.733
2878,10.045
2879,10.477
2880,11.439
2881,9.055
2882,9.619
2883,9.822
2884,10.333
2885,9.737
2886,11.438
2887,20.253
2888,27.888
2889,35.898
2890,31.568
2891,34.116
2892,33.67
2893,33.367
2894,40.696
2895,37.885
2896,25.69
2897,19.697
2898,12.694
2899,7.843
2900,6.709
2901,6.449
2902,6.763
2903,7.866
2904,8.027
2905,9.105
2906,9.715
2907,9.852
2908,9.465
2909,9.772
2910,11.501
2911,19.286
2912,26.319
2913,34.474
2914,34.576
2915,34.683
2916,36.055
2917,34.456
2918,40.559
2919,36.658
2920,27.804
2921,18.54
2922,12.459
2923,7.818
2924,6.597
2925,6.763
2926,6.919
2927,7.699
2928,8.475
2929,8.867
2930,8.915
2931,9.842
2932,9.641
2933,10.042
2934,11.589
2935,20.387
2936,27.334
2937,36.531
2938,33.586
2939,34.524
2940,33.533
2941,34.524
2942,41.004
2943,37.68
2944,27.412
2945,18.435
2946,12.475
2947,8.098
2948,6.315
2949,6.63
2950,6.856
2951,7.9
2952,8.859
2953,8.792
2954,8.924
2955,9.762
2956,9.651
2957,9.594
2958,11.441
2959,19.389
2960,28.933
2961,36.526
2962,36.029
2963,35.683
2964,33.083
2965,31.628
2966,43.468
2967,37.28
2968,27.034
2969,17.437
2970,11.921
2971,7.906
2972,6.382
2973,6.06
2974,6.755
2975,7.87
2976,8.637
2977,9.019
2978,10.1
2979,9.972
2980,10.266
2981,10.046
2982,9.628
2983,8.67
2984,8.034
2985,7.527
2986,10.486
2987,9.138
2988,9.223
2989,9.133
2990,10.757
2991,11.71
2992,7.158
2993,6.997
2994,6.288
2995,6.545
2996,6.281
2997,6.259
2998,7.068
2999,7.845
3000,8.512
3001,9.184
3002,9.174
3003,9.666
3004,9.686
3005,10.143
3006,9.636
3007,8.916
3008,8.545
3009,7.741
3010,10.388
3011,9.245
3012,9.332
3013,9.105
3014,10.298
3015,11.529
3016,7.109
3017,6.846
3018,6.599
3019,6.365
3020,6.409
3021,6.495
3022,6.881
3023,7.755
3024,8.291
3025,9.093
3026,9.527
3027,9.86
3028,10.174
3029,9.653
3030,11.077
3031,19.613
3032,28.498
3033,35.549
3034,35.293
3035,32.281
3036,33.03
3037,34.188
3038,42.179
3039,36.353
3040,27.32
3041,17.935
3042,11.983
3043,7.785
3044,6.44
3045,6.469
3046,7.044
3047,7.991
3048,8.568
3049,8.89
3050,9.654
3051,9.365
3052,9.846
3053,9.978
3054,11.732
3055,20.058
3056,29.267
3057,34.869
3058,35.71
3059,33.655
3060,34.673
3061,33.833
3062,42.183
3063,38.481
3064,27.499
3065,18.164
3066,12.225
3067,7.637
3068,6.571
3069,6.615
3070,6.875
3071,7.322
3072,8.237
3073,9.068
3074,9.209
3075,9.246
3076,9.712
3077,9.226
3078,11.63
3079,19.454
3080,27.975
3081,36.678
3082,34.22
3083,31.922
3084,33.709
3085,34.129
3086,39.896
3087,36.707
3088,26.837
3089,18.273
3090,12.148
3091,8.289
3092,6.363
3093,6.435
3094,6.834
3095,7.162
3096,8.658
3097,8.263
3098,9.752
3099,9.401
3100,9.487
3101,9.696
3102,12.17
3103,19.808
3104,27.8
3105,34.845
3106,35.584
3107,33.421
3108,34.335
3109,32.077
3110,41.921
3111,37.343
3112,26.151
3113,17.789
3114,12.293
3115,7.677
3116,6.452
3117,6.175
3118,6.764
3119,8.074
3120,8.193
3121,8.875
3122,9.39
3123,9.654
3124,10.117
3125,9.583
3126,11.783
3127,19.231
3128,28.473
3129,35.337
3130,34.861
3131,33.659
3132,34.197
3133,32.727
3134,40.371
3135,38.935
3136,27.415
3137,18.095
3138,12.536
3139,7.76
3140,6.045
3141,6.431
3142,6.896
3143,7.736
3144,8.207
3145,8.921
3146,9.701
3147,9.685
3148,9.716
3149,9.811
3150,9.339
3151,9.21
3152,8.333
3153,7.739
3154,10.235
3155,8.853
3156,9.302
3157,9.198
3158,10.8
3159,11.638
3160,6.894
3161,7.069
3162,6.391
3163,6.488
3164,6.231
3165,6.48
3166,7.043
3167,7.566
3168,8.364
3169,9.245
3170,9.042
3171,9.879
3172,9.85
3173,9.953
3174,9.043
3175,8.971
3176,8.6
3177,7.93
3178,10.219
3179,9.074
3180,9.559
3181,8.814
3182,10.618
3183,11.479
3184,7.188
3185,6.883
3186,6.891
3187,6.547
3188,6.696
3189,6.278
3190,6.834
3191,7.879
3192,8.749
3193,8.968
3194,9.072
3195,9.67
3196,10.058
3197,9.887
3198,11.857
3199,20.597
3200,27.632
3201,34.723
3202,33.962
3203,33.63
3204,34.593
3205,35.19
3206,41.601
3207,37.062
3208,26.982
3209,18.82
3210,12.103
3211,7.751
3212,6.393
3213,6.401
3214,7.23
3215,7.498
3216,8.883
3217,8.824
3218,9.239
3219,9.562
3220,9.98
3221,9.719
3222,11.86
3223,19.246
3224,26.765
3225,35.197
3226,35.259
3227,32.494
3228,33.644
3229,34.185
3230,40.54
3231,36.285
3232,26.331
3233,18.194
3234,12.479
3235,8.305
3236,6.592
3237,6.203
3238,6.652
3239,7.648
3240,8.698
3241,9.118
3242,9.308
3243,9.966
3244,10.159
3245,10.077
3246,11.229
3247,19.866
3248,27.039
3249,34.811
3250,33.895
3251,33.512
3252,32.522
3253,34.387
3254,41.362
3255,36.247
3256,27.401
3257,18.959
3258,12.445
3259,7.658
3260,6.36
3261,6.388
3262,6.796
3263,7.341
3264,8.29
3265,9.249
3266,9.237
3267,9.253
3268,9.799
3269,9.99
3270,11.039
3271,19.744
3272,28.221
3273,36.004
3274,35.502
3275,34.246
3276,32.398
3277,34.253
3278,42.799
3279,36.843
3280,27.323
3281,17.797
3282,12.74
3283,7.651
3284,6.669
3285,6.344
3286,7.035
3287,7.567
3288,8.762
3289,8.528
3290,9.519
3291,9.217
3292,9.525
3293,10.182
3294,11.798
3295,18.663
3296,27.929
3297,34.976
3298,35.513
3299,35.294
3300,34.285
3301,34.1
3302,41.9
3303,36.036
3304,27.547
3305,18.68
3306,12.149
3307,7.647
3308,6.637
3309,6.439
3310,6.721
3311,7.588
3312,8.274
3313,8.956
3314,9.415
3315,9.662
3316,10.232
3317,9.924
3318,9.782
3319,8.591
3320,8.393
3321,7.894
3322,10.608
3323,8.983
3324,8.965
3325,9.357
3326,10.574
3327,11.613
3328,7.185
3329,7.027
3330,6.749
3331,6.272
3332,6.677
3333,6.493
3334,7.159
3335,7.568
3336,8.256
3337,8.899
3338,9.229
3339,9.887
3340,9.996
3341,9.597
3342,9.357
3343,9.055
3344,8.212
3345,7.591
3346,10.825
3347,8.967
3348,9.02
3349,9.71
3350,10.065
3351,11.089
3352,7.478
3353,6.976
3354,6.813
3355,6.744
3356,6.29
3357,6.31
3358,6.989
3359,7.654
3360,8.259
3361,8.941
3362,9.119
3363,9.835
3364,10.026
3365,9.683
3366,11.472
3367,19.921
3368,27.557
3369,35.253
3370,34.955
3371,34.975
3372,33.692
3373,33.637
3374,41.205
3375,36.693
3376,26.419
3377,17.84
3378,12.604
3379,7.661
3380,6.42
3381,6.329
3382,6.688
3383,7.58
3384,8.662
3385,8.878
3386,9.273
3387,9.618
3388,9.739
3389,9.778
3390,11.418
3391,19.603
3392,27.59
3393,35.844
3394,35.287
3395,33.912
3396,34.267
3397,33.65
3398,42.629
3399,37.48
3400,28.079
3401,18.224
3402,12.422
3403,7.639
3404,6.408
3405,6.536
3406,6.854
3407,7.955
3408,8.375
3409,9.326
3410,9.185
3411,9.655
3412,9.699
3413,9.968
3414,11.721
3415,19.614
3416,27.615
3417,35.503
3418,35.649
3419,34.438
3420,33.683
3421,33.356
3422,41.48
3423,37.168
3424,27.243
3425,18.053
3426,12.875
3427,7.649
3428,6.647
3429,6.628
3430,7.081
3431,8.028
3432,8.486
3433,8.9
3434,9.309
3435,9.559
3436,10.027
3437,9.362
3438,11.126
3439,20.404
3440,28.641
3441,35.895
3442,35.823
3443,34.386
3444,33.576
3445,32.495
3446,42.702
3447,37.461
3448,26.141
3449,18.325
3450,12.194
3451,7.749
3452,6.353
3453,6.493
3454,6.881
3455,7.448
3456,8.51
3457,9.08
3458,9.096
3459,9.822
3460,10.039
3461,9.685
3462,11.59
3463,19.276
3464,26.711
3465,35.99
3466,34.937
3467,34.096
3468,33.535
3469,33.514
3470,41.542
3471,36.989
3472,27.658
3473,18.066
3474,11.893
3475,7.799
3476,6.196
3477,5.999
3478,6.728
3479,7.585
3480,8.203
3481,8.626
3482,9.379
3483,10.018
3484,10.025
3485,9.724
3486,9.649
3487,8.872
3488,8.185
3489,7.799
3490,10.137
3491,9.214
3492,9.132
3493,9.055
3494,10.508
3495,11.753
3496,6.872
3497,7.095
3498,6.68
3499,6.286
3500,6.411
3501,6.456
3502,6.907
3503,7.716
3504,8.665
3505,8.836
3506,9.531
3507,9.3
3508,9.933
3509,9.268
3510,9.581
3511,8.864
3512,8.404
3513,7.39
3514,10.425
3515,9.326
3516,9.279
3517,9.134
3518,10.628
3519,11.755
3520,7.288
3521,6.938
3522,6.631
3523,6.296
3524,6.399
3525,6.219
3526,6.544
3527,7.627
3528,8.422
3529,9.012
3530,9.688
3531,9.408
3532,9.695
3533,9.372
3534,9.49
3535,8.947
3536,8.269
3537,11.216
3538,9.161
3539,7.839
3540,8.363
3541,8.208
3542,9.221
3543,9.674
3544,7.118
3545,7.149
3546,6.757
3547,6.567
3548,6.602
3549,6.392
3550,6.837
3551,7.574
3552,8.283
3553,9.174
3554,9.332
3555,9.314
3556,9.935
3557,9.698
3558,11.401
3559,18.686
3560,28.75
3561,36.145
3562,34.019
3563,33.861
3564,32.819
3565,32.586
3566,39.204
3567,37.77
3568,27.668
3569,18.118
3570,12.32
3571,8.112
3572,6.284
3573,6.215
3574,6.94
3575,7.774
3576,8.307
3577,8.651
3578,9.251
3579,9.889
3580,9.997
3581,9.316
3582,11.184
3583,19.167
3584,27.915
3585,37.487
3586,34.764
3587,33.786
3588,33.061
3589,35.914
3590,40.752
3591,36.574
3592,27.178
3593,17.655
3594,12.588
3595,7.77
3596,6.27
3597,6.31
3598,6.59
3599,7.562
3600,7.893
3601,8.87
3602,9.315
3603,9.579
3604,9.678
3605,9.518
3606,11.892
3607,20.358
3608,27.815
3609,36.542
3610,34.746
3611,33.478
3612,33.034
3613,34.322
3614,42.014
3615,35.853
3616,27.18
3617,18.024
3618,12.06
3619,7.766
3620,6.098
3621,6.336
3622,7.244
3623,7.753
3624,8.132
3625,6.494
3626,6.419
3627,6.354
3628,6.311
3629,6.405
3630,6.31
3631,13.18
3632,23.224
3633,40.541
3634,41.978
3635,44.798
3636,49.035
3637,50.885
3638,50.353
3639,47.35
3640,36.6
3641,26.642
3642,19.815
3643,16.221
3644,8.746
3645,8.339
3646,7.861
3647,6.796
3648,6.279
3649,6.218
3650,6.091
3651,6.1
3652,6.666
3653,6.542
3654,6.384
3655,6.381
3656,6.397
3657,6.752
3658,13.079
3659,14.727
3660,15.584
3661,18.429
3662,18.224
3663,19.696
3664,10.173
3665,10.447
3666,9.817
3667,9.325
3668,8.799
3669,8.479
3670,7.497
3671,6.867
3672,6.623
3673,6.443
3674,6.496
3675,6.25
3676,6.392
3677,6.221
3678,6.494
3679,6.55
3680,6.56
3681,6.75
3682,12.922
3683,14.531
3684,16.167
3685,18.179
3686,19.495
3687,20.995
3688,10.731
3689,10.149
3690,9.888
3691,9.344
3692,9.053
3693,8.082
3694,7.789
3695,6.705
3696,6.508
3697,6.429
3698,6.46
3699,6.239
3700,6.4
3701,6.337
3702,6.389
3703,13.278
3704,23.191
3705,39.268
3706,44.277
3707,45.702
3708,49.073
3709,44.665
3710,49.09
3711,46.951
3712,33.287
3713,27.723
3714,20.899
3715,15.416
3716,9.199
3717,8.092
3718,7.36
3719,7.002
3720,6.343
3721,6.251
3722,6.727
3723,6.554
3724,6.351
3725,6.279
3726,6.372
3727,13.759
3728,22.242
3729,38.465
3730,44.766
3731,45.009
3732,47.26
3733,49.337
3734,49.406
3735,42.76
3736,35.338
3737,27.56
3738,21.988
3739,16.198
3740,9.029
3741,8.594
3742,7.645
3743,6.804
3744,6.088
3745,6.338
3746,6.439
3747,6.163
3748,6.346
3749,6.679
3750,6.364
3751,12.762
3752,21.726
3753,39.719
3754,42.757
3755,44.345
3756,47.409
3757,49.044
3758,50.11
3759,45.918
3760,34.435
3761,26.303
3762,20.686
3763,16.224
3764,9.259
3765,8.159
3766,7.386
3767,7.005
3768,6.43
3769,6.181
3770,6.355
3771,6.207
3772,6.223
3773,6.191
3774,6.278
3775,13.919
3776,23.378
3777,41.103
3778,44.563
3779,45.176
3780,47.617
3781,48.823
3782,48.56
3783,44.196
3784,36.326
3785,25.916
3786,20.961
3787,16.51
3788,9.205
3789,8.387
3790,7.306
3791,6.846
3792,6.383
3793,6.249
3794,6.087
3795,6.477
3796,6.156
3797,6.132
3798,6.685
3799,12.84
3800,22.563
3801,39.802
3802,43.46
3803,44.174
3804,46.306
3805,49.679
3806,49.544
3807,45.492
3808,33.606
3809,26.347
3810,21.303
3811,15.949
3812,8.82
3813,8.388
3814,7.645
3815,6.811
3816,6.314
3817,6.525
3818,6.666
3819,6.592
3820,6.155
3821,6.874
3822,6.193
3823,6.209
3824,6.454
3825,6.738
3826,12.754
3827,15.063
3828,16.778
3829,17.552
3830,19.182
3831,20.402
3832,10.816
3833,10.729
3834,10.343
3835,9.829
3836,8.919
3837,8.037
3838,7.612
3839,6.678
3840,6.604
3841,6.265
3842,6.344
3843,6.337
3844,6.56
3845,6.525
3846,6.409
3847,6.452
3848,6.664
3849,6.457
3850,12.876
3851,14.978
3852,16.895
3853,18.314
3854,18.777
3855,19.63
3856,10.713
3857,10.282
3858,10.085
3859,9.295
3860,8.766
3861,8.382
3862,7.452
3863,6.626
3864,6.375
3865,6.453
3866,6.363
3867,6.433
3868,6.419
3869,6.365
3870,6.403
3871,12.944
3872,22.516
3873,37.906
3874,42.119
3875,43.984
3876,46.671
3877,50.074
3878,49.881
3879,45.69
3880,34.69
3881,26.922
3882,21.74
3883,16.21
3884,8.849
3885,8.068
3886,7.582
3887,6.595
3888,6.519
3889,6.243
3890,6.14
3891,6.482
3892,6.198
3893,6.502
3894,6.571
3895,13.041
3896,22.921
3897,41.113
3898,42.879
3899,47.14
3900,46.754
3901,47.556
3902,50.014
3903,45.775
3904,36.534
3905,27.323
3906,21.048
3907,16.512
3908,9.076
3909,8.475
3910,7.435
3911,6.572
3912,6.438
3913,6.836
3914,6.534
3915,6.293
3916,6.628
3917,6.107
3918,6.365
3919,13.369
3920,22.418
3921,39.14
3922,43.199
3923,44.714
3924,46.217
3925,47.378
3926,47.946
3927,44.419
3928,35.437
3929,27.403
3930,20.51
3931,15.753
3932,9.398
3933,8.073
3934,7.55
3935,6.596
3936,6.29
3937,6.467
3938,6.479
3939,6.609
3940,6.512
3941,6.43
3942,6.505
3943,12.896
3944,23.492
3945,40.26
3946,43.915
3947,46.007
3948,45.397
3949,47.317
3950,50.057
3951,45.684
3952,36.037
3953,26.802
3954,20.76
3955,16.756
3956,9.114
3957,8.466
3958,7.757
3959,6.968
3960,6.456
3961,6.521
3962,6.448
3963,6.577
3964,6.77
3965,6.238
3966,6.285
3967,6.659
3968,8.631
3969,13.283
3970,15.105
3971,17.723
3972,19.398
3973,21.725
3974,21.831
3975,23.141
3976,20.276
3977,10.062
3978,9.869
3979,9.724
3980,8.906
3981,8.223
3982,7.408
3983,6.729
3984,6.26
3985,6.2
3986,6.467
3987,6.425
3988,6.562
3989,6.489
3990,6.473
3991,6.526
3992,6.259
3993,6.67
3994,12.726
3995,14.925
3996,16.662
3997,17.858
3998,19.059
3999,20.023
4000,10.234
4001,10.657
4002,10.331
4003,9.882
4004,9.26
4005,8.518
4006,7.178
4007,6.792
4008,6.176
4009,6.253
4010,6.384
4011,6.595
4012,6.458
4013,6.442
4014,6.691
4015,6.444
4016,6.253
4017,6.519
4018,12.363
4019,14.625
4020,15.765
4021,18.15
4022,19.296
4023,19.54
4024,10.566
4025,10.571
4026,9.976
4027,9.835
4028,8.874
4029,8.432
4030,7.807
4031,6.809
4032,6.201
4033,6.419
4034,6.418
4035,6.267
4036,6.203
4037,6.344
4038,6.544
4039,6.536
4040,8.849
4041,13.412
4042,16.127
4043,16.951
4044,19.341
4045,20.561
4046,22.696
4047,22.65
4048,18.969
4049,10.499
4050,9.851
4051,9.447
4052,9.245
4053,8.306
4054,7.693
4055,6.607
4056,6.613
4057,6.377
4058,6.092
4059,6.262
4060,6.181
4061,6.171
4062,6.487
4063,6.464
4064,8.718
4065,13.18
4066,15.576
4067,16.682
4068,18.899
4069,20.604
4070,21.569
4071,22.688
4072,19.46
4073,10.559
4074,10.213
4075,9.889
4076,8.927
4077,8.446
4078,7.585
4079,6.795
4080,6.426
4081,6.06
4082,6.712
4083,6.258
4084,6.278
4085,6.353
4086,6.195
4087,6.685
4088,8.458
4089,13.198
4090,15.053
4091,17.506
4092,19.797
4093,20.827
4094,21.457
4095,23.38
4096,19.609
4097,10.248
4098,10.117
4099,9.69
4100,9.089
4101,8.311
4102,7.537
4103,7.069
4104,6.859
4105,6.433
4106,6.258
4107,6.237
4108,6.535
4109,6.145
4110,6.376
4111,6.468
4112,8.63
4113,13.291
4114,16.078
4115,17.662
4116,18.905
4117,21.091
4118,21.78
4119,22.339
4120,19.273
4121,10.745
4122,9.994
4123,9.641
4124,9.266
4125,8.374
4126,7.578
4127,6.642
4128,6.778
4129,6.536
4130,6.026
4131,6.614
4132,6.199
4133,6.185
4134,6.293
4135,6.606
4136,8.533
4137,13.498
